Course,ID,Department
Politics of Transportation Policy,POLS,Political Science
Injustice,POLS,Political Science
Polarized Politics,POLS,Political Science
U.S. Congress,POLS,Political Science
Mass Media,POLS,Political Science
Campaigns and Elections,POLS,Political Science
The American Presidency,POLS,Political Science
Public Opinion and American Democracy,POLS,Political Science
Constitutional Law: Governmental Powers,POLS,Political Science
Constitutional Law: Individual Rights,POLS,Political Science
Feminist Thoughts for a Heated Climate,POLS,Political Science
Environmental Political Thought,POLS,Political Science
The Politics of Climate Change,POLS,Political Science
Reimagining Capitalism,POLS,Political Science
Latin American Politics,POLS,Political Science
Politics in Russia and Eastern Europe,POLS,Political Science
Nuclear Weapons,POLS,Political Science
"Politics, Markets and States in Developing Countries",POLS,Political Science
"Capitalism, Democracy, and Geopolitics in Europe",POLS,Political Science
Maps and Politics,POLS,Political Science
"States, Society and Economy in East Asia",POLS,Political Science
Middle East Politics,POLS,Political Science
Quality of Democracy in Latin America,POLS,Political Science
The Rise of China,POLS,Political Science
The Politics of Health and Disease,POLS,Political Science
Latino Politics and Public Opinion,POLS,Political Science
African American Politics,POLS,Political Science
Diversity & U.S. Minority Politics,POLS,Political Science
Urban Politics and Urban Public Policy,POLS,Political Science
Political Organizations and Social Change in America,POLS,Political Science
Chinese Foreign Policy,POLS,Political Science
Women in Politics,POLS,Political Science
U.S. Gender Politics,POLS,Political Science
Ethnic Politics and Conflict,POLS,Political Science
Global Governance,POLS,Political Science
North Atlantic Politics after the Cold War,POLS,Political Science
International Security in a Changing World,POLS,Political Science
Classics of Political Economy,POLS,Political Science
Money and Power in the International Political Economy,POLS,Political Science
Roots of Radical Islam,POLS,Political Science
Politics of Climate Change,POLS,Political Science
"Security, Governance and Development in Africa",POLS,Political Science
Contemporary African Politics,POLS,Political Science
Development in Theory and Practice,POLS,Political Science
"Crime, Punishment, and Politics",POLS,Political Science
International Political Economy,POLS,Political Science
Introduction to Political Economy,POLS,Political Science
International Negotiation and Conflict Resolution,POLS,Political Science
War and Peace,POLS,Political Science
Theory of International Relations,POLS,Political Science
Global Justice,POLS,Political Science
Building a Better World: Film and Social Change,POLS,Political Science
The International Law and Politics of Human Rights,POLS,Political Science
Introduction to Feminist Theory,POLS,Political Science
"Gender, Slavery, and Freedom",POLS,Political Science
Politics of Nuclear Weapons,POLS,Political Science
War and Politics,POLS,Political Science
American Foreign Policy,POLS,Political Science
Political Research Methods,POLS,Political Science
Politics of Globalization,POLS,Political Science
Politics of Food,POLS,Political Science
Black Political Leadership,POLS,Political Science
Infrastructure Policy,POLS,Political Science
"Education, Inequality, and American Democracy",POLS,Political Science
Use of Symbols in American Politics,POLS,Political Science
American Political Development,POLS,Political Science
Roots of Radical Islam,POLS,Political Science
The Political Theory of the Economy,POLS,Political Science
"Civil Liberties: Moral, Political and Legal Approaches",POLS,Political Science
Black Protest: Theory and Praxis,POLS,Political Science
Politics and Nature,POLS,Political Science
Dynamics of Agenda Building,POLS,Political Science
International Relations in Europe,POLS,Political Science
"Adam Smith: Philosophy, Politics and Economics",POLS,Political Science
Two Liberal Traditions: English and French,POLS,Political Science
"Race, Crime, and Public Policy",POLS,Political Science
Institutions: Questions of Power and Democracy,POLS,Political Science
Democratic Erosion,POLS,Political Science
Economic Freedom and Social Justice,POLS,Political Science
"Representation, Parties and Interest Groups",POLS,Political Science
Authority and Legitimacy,POLS,Political Science
Issues in Democratic Theory,POLS,Political Science
Rhode Island Government and Politics,POLS,Political Science
Just War Theory,POLS,Political Science
"International Relations of Russia, Europe and Asia",POLS,Political Science
War in Film and Literature,POLS,Political Science
Political Journalism,POLS,Political Science
Politics of Economic Development in Asia,POLS,Political Science
The United States in World Politics,POLS,Political Science
"Sovereignty, War, and the Modern International System",POLS,Political Science
Women and Politics,POLS,Political Science
Criminal Justice System,POLS,Political Science
Democracy and its Critics,POLS,Political Science
Democracy and Inequality in American Cities,POLS,Political Science
The Politics of Race and Gender,POLS,Political Science
The Politics of Social Welfare in the Middle East,POLS,Political Science
Peacekeeping and Statebuilding after Civil War,POLS,Political Science
Nuclear Weapons and International Politics,POLS,Political Science
Foundations of Political Economy,POLS,Political Science
Congress,POLS,Political Science
"Democracy and Education - A Focus on Jackson, MS",POLS,Political Science
Islam and Democracy in the Middle East,POLS,Political Science
Social Movements and Struggles for Justice,POLS,Political Science
The Political Economy of Hard Policy Problems,POLS,Political Science
Corruption and Governance Across Democracies,POLS,Political Science
Geopolitics of Oil and Energy,POLS,Political Science
Ethics of War and Peace,POLS,Political Science
Laws of Violence,POLS,Political Science
Comparative Constitutional Law,POLS,Political Science
Capitalism: For and Against,POLS,Political Science
Freedom,POLS,Political Science
The Presidency,POLS,Political Science
Defenses of Capitalism,POLS,Political Science
Identity Politics in Global Perspective,POLS,Political Science
The Politics of Food Security,POLS,Political Science
The Politics of Urban Transformation,POLS,Political Science
Politics of Health in the Global South,POLS,Political Science
War and Human Rights,POLS,Political Science
Pluralism and Democratic Imagination,POLS,Political Science
Congressional Investigations,POLS,Political Science
Technology and International Politics,POLS,Political Science
Nuclear Nonproliferation,POLS,Political Science
Social Attitudes and their Impact on U.S. Politics,POLS,Political Science
Constitutional Theory,POLS,Political Science
Reforming the State in New Democracies,POLS,Political Science
Ancient Political Thought,POLS,Political Science
War and Peace in International Society,POLS,Political Science
Market Democracy in Chile,POLS,Political Science
Women and War,POLS,Political Science
Public Opinion,POLS,Political Science
Urban Politics and Policy,POLS,Political Science
"Freedom, Work, Leisure",POLS,Political Science
Are there Universal Political Values?,POLS,Political Science
Human Rights: For and Against,POLS,Political Science
Democracy Among the Ruins,POLS,Political Science
"Nationalism: Problems, Paradoxes and Power",POLS,Political Science
The Political Economy of Renewable Energy,POLS,Political Science
Politics and Philosophy of Ayn Rand,POLS,Political Science
Democratic Theory and Globalization,POLS,Political Science
Individual Liberty and Mass Incarceration,POLS,Political Science
Politics of Ethnic Conflict,POLS,Political Science
American Political Thought,POLS,Political Science
Survey of Comparative Politics,POLS,Political Science
Global Governance,POLS,Political Science
Gender and Public Policy,POLS,Political Science
Counterinsurgency and Civil War,POLS,Political Science
Post Conflict Politics,POLS,Political Science
Political Communication,POLS,Political Science
Power and Prosperity in Urban America,POLS,Political Science
Liberalism,POLS,Political Science
Meritocracy,POLS,Political Science
"Farms, Fisheries, and Politics",POLS,Political Science
Minority Political Behavior,POLS,Political Science
"Culture, Identity and Development",POLS,Political Science
Environmental Political Thought,POLS,Political Science
The Politics of Race and the Criminal Justice System,POLS,Political Science
Feminist Theory for a Heated Planet,POLS,Political Science
Democracy,POLS,Political Science
Markets Without Limits,POLS,Political Science
The International Politics of Climate Change,POLS,Political Science
"Democracy, Race and Education",POLS,Political Science
The Politics of Migration,POLS,Political Science
US-China Relations,POLS,Political Science
Bleeding Heart Liberalism,POLS,Political Science
Women in Western Political Thought,POLS,Political Science
Political Violence,POLS,Political Science
Ancients and Moderns: Quarrels and Continuities,POLS,Political Science
Political Economy of Development,POLS,Political Science
The Politics of the Laws of War,POLS,Political Science
"Crime, Violence, and Policing in Latin America",POLS,Political Science
The Politics of International Development,POLS,Political Science
Health Care Politics and Policy,POLS,Political Science
Moral Pluralism,POLS,Political Science
"Race, The Classics and Democratic Theory",POLS,Political Science
The Politics of the Harlem Renaissance,POLS,Political Science
The Politics of Futurity,POLS,Political Science
Good Government,POLS,Political Science
"Work, Exploitation, and Freedom",POLS,Political Science
Military Power and Effectiveness,POLS,Political Science
Embodying Race and Gender,POLS,Political Science
Politics of Ocean Governance,POLS,Political Science
Capitalism and Democracy in Europe,POLS,Political Science
Latino Politics in the United States,POLS,Political Science
Contemporary Challenges to Democracy,POLS,Political Science
The Legislative Process,POLS,Political Science
"Monuments, Citizenship, and Belonging",POLS,Political Science
The University,POLS,Political Science
"Space, Time and Society",POLS,Political Science
Political Economy of Development,POLS,Political Science
The Politics of Socialism,POLS,Political Science
Politics of Poverty in America,POLS,Political Science
The History of Liberalism,POLS,Political Science
Strategies of Inquiry and Research Design,POLS,Political Science
American Political Development,POLS,Political Science
American Social Policy in Comparative Perspective,POLS,Political Science
Seminar in the History of Modern Political Thought,POLS,Political Science
"Institutions, Crime, and Violence",POLS,Political Science
Preparing the Prospectus I,POLS,Political Science
Preparing the Prospectus II,POLS,Political Science
International Relations and History,POLS,Political Science
Public Bureaucracy,POLS,Political Science
U.S. Public Opinion,POLS,Political Science
Social Groups in U.S. Politics,POLS,Political Science
Market Democracy,POLS,Political Science
Readings in American Institutions,POLS,Political Science
Readings in Comparative Politics,POLS,Political Science
American and Comparative Political Behavior,POLS,Political Science
Proseminar in American Politics,POLS,Political Science
Proseminar in Comparative Politics,POLS,Political Science
Comparative Politics Grad Research Workshop,POLS,Political Science
Comparative Politics Grad Research Workshop,POLS,Political Science
Proseminar in Political Theory,POLS,Political Science
Writing and Methods in Political Theory I,POLS,Political Science
Writing and Methods in Political Theory II,POLS,Political Science
Proseminar in International Relations,POLS,Political Science
Politics of Gender,POLS,Political Science
International Order,POLS,Political Science
Contemporary Security Issues,POLS,Political Science
Transnational Governance in the Global Economy,POLS,Political Science
"Democratic Theory, Justice, and the Law",POLS,Political Science
International Political Economy,POLS,Political Science
Territorial Conflict,POLS,Political Science
"Ideas, Institutions and Politics",POLS,Political Science
Political Theory of the American Constitution,POLS,Political Science
Contemporary Democratic Theory,POLS,Political Science
The Politics of Love and Friendship,POLS,Political Science
Fundamentals of Security Studies,POLS,Political Science
Governing Federal Systems,POLS,Political Science
Comparative Political Economy,POLS,Political Science
Urban Politics,POLS,Political Science
Political Loss,POLS,Political Science
Disobedience and Resistance,POLS,Political Science
The International Political Economy of Global Finance,POLS,Political Science
Extreme Politics: How Radicals Affect Political Change,POLS,Political Science
"States, Societies and Development",POLS,Political Science
Comparative Politics and China,POLS,Political Science
International Security,POLS,Political Science
Political Economy of Industrial Development,POLS,Political Science
Ecology and Political Theory,POLS,Political Science
Language and Politics,POLS,Political Science
Latin American Political Thought,POLS,Political Science
Nuclear Proliferation and International Security,POLS,Political Science
Ethnic Conflict,POLS,Political Science
Political Development,POLS,Political Science
Politics in India,POLS,Political Science
Political Philosophy of W. E. B. Du Bois,POLS,Political Science
Eco-Democracy,POLS,Political Science
Freedom,POLS,Political Science
Proseminar in Political Theory II,POLS,Political Science
The Social and Political Thought of Karl Marx,POLS,Political Science
Political Philosophy and Economic Theory,POLS,Political Science
Qualitative and Mixed Methods Research,POLS,Political Science
International Institutions and Global Governance,POLS,Political Science
The Contentious 21st Century,POLS,Political Science
Quantitative Research Methods I,POLS,Political Science
Quantitative Research Workshop I,POLS,Political Science
Quantitative Research Workshop II,POLS,Political Science
Quantitative Research Methods II,POLS,Political Science
Survey Research,POLS,Political Science
Quantitative Research Methods III,POLS,Political Science
Quantitative Research Methods IV,POLS,Political Science
Research Design,POLS,Political Science
Field Survey and Research Design,POLS,Political Science
Elementary Portuguese,POBS,Portuguese and Brazilian Studies
Accelerated Portuguese,POBS,Portuguese and Brazilian Studies
Intensive Portuguese,POBS,Portuguese and Brazilian Studies
Elementary Portuguese,POBS,Portuguese and Brazilian Studies
Digital Dreams: Brazil Cinema on the World Stage,POBS,Portuguese and Brazilian Studies
Writing and Speaking Portuguese,POBS,Portuguese and Brazilian Studies
Mapping Portuguese-Speaking Cultures: Brazil,POBS,Portuguese and Brazilian Studies
"Lusophone Cities in Literature, Film and Music",POBS,Portuguese and Brazilian Studies
Gender and Sexuality in the Lusophone World,POBS,Portuguese and Brazilian Studies
Modern Brazil Goes to the Movies,POBS,Portuguese and Brazilian Studies
Belonging and Displacement: Cross-Cultural Identities,POBS,Portuguese and Brazilian Studies
On the Dawn of Modernity,POBS,Portuguese and Brazilian Studies
On Cultural and Personal Identity,POBS,Portuguese and Brazilian Studies
Mapping Cross-Cultural Identities,POBS,Portuguese and Brazilian Studies
"Plugging into Brazil: Print, Television, and the Internet",POBS,Portuguese and Brazilian Studies
"Performing Brazil: Language, Theater, Culture",POBS,Portuguese and Brazilian Studies
Portuguese-speaking Cultures Via Film,POBS,Portuguese and Brazilian Studies
African Literatures of Portuguese Expression,POBS,Portuguese and Brazilian Studies
The Azores - A World through Literature,POBS,Portuguese and Brazilian Studies
Contemporary Portuguese Women Writers,POBS,Portuguese and Brazilian Studies
Prophets in the Tropics-Latin American Jewish Writing,POBS,Portuguese and Brazilian Studies
Rereading Colonial Brazil,POBS,Portuguese and Brazilian Studies
Twentieth-Century Portuguese Prose,POBS,Portuguese and Brazilian Studies
Pathways of Brazilian Narrative,POBS,Portuguese and Brazilian Studies
The Enlightened Censor,POBS,Portuguese and Brazilian Studies
On the Dawn of Modernity,POBS,Portuguese and Brazilian Studies
17th Century Portuguese World,POBS,Portuguese and Brazilian Studies
The Politics and Government of Lusophone Countries,POBS,Portuguese and Brazilian Studies
